customer_id,natural_key,first_name,last_name,email,phone,address_line1,address_line2,city,state_region,postcode,country_code,latitude,longitude,birth_date,join_ts,is_vip,gdpr_consent
25,CUST-{{8AZA]-Z,Kristina,Fisher,martinezregina@example.com,2020 9889,Level 1 28 Stephanie Corso,,Richardton,NT,2920,AU,-42.202270,149.846658,1967-06-05,2025-02-04T18:55:44,False,True
26,CUST-00Z}},Julie,Scott,kristinegonzalez@example.net,5422 3596,87/8 Chad Right Of Way,,Robertmouth,ACT,2920,AU,-40.554600,150.666907,1960-01-28,2024-06-09T16:43:57,False,True
27,CUST-[]9Z,Diane,Shelton,lisa44@example.org,0943-6333,,,Yvetteville,SA,2940,AU,-37.781786,113.668437,1981-08-31,2024-01-24T14:11:21,False,True
28,CUST-}--[9ZA-,Thomas,Garcia,gonzalezchristian@example.net,+61806174535,,,Coopertown,TAS,2816,AU,-41.169066,145.245942,2002-03-20,2024-04-12T16:06:41,False,True
29,CUST-[A]{-[,Greg,Miller,stonepamela@example.net,,12/7 Gross Edge,,South Don,SA,2714,AU,-39.809238,147.173649,1977-10-28,2024-03-03T16:59:00,False,True
30,CUST-0}0-Z-[,John,Mckay,scottpena@example.org,+61 421 763 102,00 Stewart Byway,,Thomaschester,TAS,2666,AU,-40.975237,137.325568,1972-02-16,2024-06-25T05:09:10,False,True
31,CUST-{{[-ZZA0Z,Linda,Benson,carsonkaren@example.net,0503 6747,Apt. 056 984 Lee Fairway,,Port Jeffrey,TAS,2930,AU,-43.361566,118.872977,1973-09-21,2024-06-21T14:05:01,False,True
32,CUST-Z0-0{],Cassie,Munoz,joshuahuff@example.net,03.1844.7113,9 Sarah Mews,,South Kevinmouth,NSW,2396,AU,-37.313712,146.283441,2001-03-21,2024-05-06T05:01:26,False,True
33,CUST-AZ8}9A],Deanna,Riley,melissaholt@example.org,(07)-0574-4264,Suite 708 825 Newton Towers,,Randolphland,NT,5645,AU,-35.630547,143.929855,1972-04-28,2024-05-13T04:56:17,False,True
34,CUST--{0,Tyler,Morgan,joseph02@example.net,0497 997 944,527 Kim Path,,New Jesse,QLD,8334,AU,-39.673601,137.618665,1972-08-12,2024-11-02T10:56:54,False,True
35,CUST--AA]8,Tyler,Morris,lisaayala@example.org,+61-491-189-962,290 Davis Parklands,,North Heather,ACT,2811,AU,-37.165920,137.590393,1983-07-27,2024-12-24T15:40:46,False,True
36,CUST-}80][,Aaron,Harris,wendy91@example.net,+61 3 4405 4207,9 Rose Crescent,,Martinezborough,SA,2964,AU,-34.922597,120.962995,2010-11-28,2024-02-04T16:48:27,False,True
37,CUST-]0{-AA--{],Kimberly,Brown,akaiser@example.org,+61 414 746 350,Suite 359 02 Carrillo Close,,Spencerchester,ACT,2672,AU,-35.918242,146.452396,1992-11-19,2024-11-28T18:48:03,False,True
38,CUST-{0[]8-9}-8,Cheryl,Robinson,antoniojohnson@example.net,03.6555.9746,Suite 821 815 Antonio Villas,,Murrayhaven,QLD,9561,AU,-41.731516,128.382631,1999-12-17,2024-04-13T08:32:16,False,True
39,CUST-{9--[{--9,Lindsey,Howell,tara72@example.org,0229704882,06/4 Frost Court,,East Sydney,SA,2171,AU,-36.673557,130.168597,1974-08-26,2024-04-02T05:05:14,False,True
40,CUST-{-]9Z,Robert,Dunn,bakerbrian@example.org,+61.407.526.309,13 Wendy Glade,,Lake Tammy,NT,2965,AU,-35.250228,120.270519,1989-06-19,2024-12-23T07:31:30,True,True
41,CUST-ZA[-],Chad,Smith,xklein@example.com,(07).3025.4796,37 Lee Fairway,,Lake Ronald,WA,2937,AU,-42.504410,130.289395,2014-09-30,2024-04-05T13:17:26,False,True
42,CUST-][0,Jennifer,Vargas,justinperez@example.com,03-8567-1931,Unit 68 132 Rice Cove,,New Donnaview,NSW,2601,AU,-43.886154,117.322210,2004-10-22,2024-01-04T11:11:18,True,True
43,CUST-[0[-00{,Gregory,Gallagher,bad_email,+61 7 1812 6287,,,St. Chadhaven,SA,2694,AU,-39.131396,132.606671,2010-07-24,2024-02-01T15:41:37,False,True
44,CUST-{}8{,Desiree,Moore,carrie76@example.org,7784 8332,6 Bennett Roadway,,Lake Kimberly,TAS,2222,AU,-42.415973,143.238858,1970-11-26,2025-02-04T03:15:11,False,True
45,CUST-}-08}Z]-Z,Colleen,Martinez,carlosjones@example.org,+61-3-6385-9091,80 Andrea Elbow,,Catherineville,ACT,0879,AU,-41.446689,147.525626,1992-03-12,2024-11-29T19:28:46,False,True
46,CUST-9}}]-A0ZA9,Samuel,Meyer,ian22@example.org,+61-2-1084-5355,Flat 72 863 Price Terrace,,Reeseborough,WA,6126,AU,-38.391196,151.579514,1999-01-19,2024-11-13T10:10:55,False,True
47,CUST---}--[{{A,Elaine,Young,maria13@example.net,08 1967 3494,Suite 286 0 Charles Ridgeway,,Justinbury,QLD,2963,AU,-43.844170,126.393871,1997-05-06,2024-03-09T17:20:24,False,True
48,CUST-[-}9Z8{,Lori,Gonzalez,erik98@example.com,0452.986.772,0/298 Kenneth Wynd,,East Jamesfort,NSW,5967,AU,-43.549965,124.715355,1993-01-07,2024-06-07T01:23:41,False,True
49,CUST-]-}9A9,Joshua,Smith,walkercarla@example.org,0480.796.158,70 Sandra Route,,Pearsonfort,WA,9539,AU,-36.359866,112.602512,1985-07-16,2024-02-09T02:22:15,False,True
50,CUST--[{{],Kelly,Arnold,tracycunningham@example.org,(02).4517.8444,Suite 258 41 Veronica Highroad,,Sharpville,WA,9547,AU,-39.008202,127.345151,1973-04-22,2024-02-04T00:41:22,True,True
51,CUST--{Z9-9A,Ashley,Robinson,smithjames@example.com,0398758764,61 Hanson Rosebowl,,West Kelly,VIC,2432,AU,-41.618628,144.868375,1996-06-28,2024-05-08T19:03:42,False,True
52,CUST--9{9,Troy,Mckee,joshua52@example.com,8127.8119,Suite 183 81 Gardner Circuit,,Brookeside,NSW,2906,AU,-43.519827,121.572712,1970-03-28,2024-09-05T15:40:27,False,True
53,CUST-]8{]Z,Thomas,Williams,bakerjesus@example.com,05902950,Level 4 61 Jose Turn,,Port Erinshire,ACT,8378,AU,-37.052223,148.532611,1971-10-14,2024-04-08T20:25:44,False,True
54,CUST-Z9Z,Glenda,Mercado,alvarezdaniel@example.org,08-4842-9273,Level 0 44 James Laneway,,Armstrongberg,VIC,2619,AU,-43.907852,117.465939,1981-10-13,2024-02-14T22:42:15,False,True
55,CUST-00[A,Natalie,Greer,matthewlozano@example.com,0261975457,41 Tammy Firetrail,,Bradleyborough,WA,2980,AU,-43.345951,136.970842,1988-02-13,2025-02-04T18:59:36,False,True
56,CUST-Z8A{A,Jeffrey,Martinez,emcdowell@example.org,(02).8106.2498,034 Shah State Highway,,Millerview,VIC,2251,AU,-42.861581,124.183928,2008-10-04,2024-01-05T10:43:16,False,True
57,CUST-}A[},Andrew,Hernandez,gjimenez@example.org,,923/975 Hopkins Artery,,Phillipsfort,SA,8351,AU,-39.827002,149.151029,1969-06-05,2024-07-19T03:11:23,False,True
58,CUST-Z{[]]9}9-[,Ryan,Villegas,todd05@example.net,+61 2 3235 6705,Level 5 1 Holmes Pathway,,South Ryanfurt,VIC,2656,AU,-40.571865,124.819040,1980-12-24,2024-10-10T07:54:26,False,True
59,CUST-90,Wendy,Baker,jessica67@example.net,08-0794-5812,1/4 Ann Sound,,Lake Stephenton,SA,2601,AU,-38.845296,112.970971,2011-12-15,2024-07-27T06:54:28,False,True
60,CUST-[][[[,David,Larson,john79@example.org,,,,East Julie,VIC,2040,AU,-38.991341,132.864516,1964-12-28,2025-02-03T07:32:31,False,True
61,CUST-0}A,Robin,Reyes,zschwartz@example.net,45246565,60/479 Byrd Edge,,East Christy,NSW,9498,AU,-41.744785,115.554079,1969-09-17,2025-01-30T06:56:48,False,True
62,CUST----Z]-}8,Gary,Hall,barreracharles@example.org,+61 8 7545 2641,241/90 Curtis Anchorage,,New Ronaldbury,ACT,2915,AU,-37.889093,124.929624,1978-01-30,2024-11-27T04:04:07,False,True
63,CUST-9{{Z[,Kara,Crosby,frederickburke@example.com,0787534074,38 Santana Range,,Rileyfurt,TAS,2922,AU,-42.228607,135.580749,1964-09-02,2024-11-04T14:09:12,True,False
64,CUST-0]{,Christina,Young,maddenalicia@example.com,+61.479.260.453,Unit 28 50 Jack Top,,New Kristenfurt,TAS,0968,AU,-39.377477,148.800715,1994-11-28,2024-01-20T05:51:57,False,True
65,CUST-0[]9Z}[0},Sarah,Dawson,sotodawn@example.net,03 6003 5605,,,North Nicholas,WA,0213,AU,-37.787777,149.872257,1975-03-20,2024-01-17T09:01:23,False,True
66,CUST-9}Z0{,Christopher,Chen,carlasimpson@example.com,(08).1853.8810,91 Skinner Range,,North Stephaniemouth,WA,2508,AU,-38.290222,118.315939,1963-03-21,2024-05-07T17:12:14,False,True
67,CUST-Z}88[9-Z-,Michelle,Kent,ochoabobby@example.com,+61.496.566.577,158 Parker Ground,,East William,VIC,2907,AU,-34.256253,130.258148,2011-03-13,2024-11-12T05:52:20,False,True
68,CUST-A9A[--Z,Christopher,Berger,rjohnson@example.net,(02)89683586,Unit 40 34 Amy Riverway,,Clarkborough,VIC,2954,AU,-35.218030,127.115715,1991-02-15,2024-07-11T13:55:37,False,True
69,CUST-9}800}Z}[Z,Shawn,Ware,david07@example.net,08-3074-6571,Apt. 566 089 Bridget Part,,Port Jeremy,NT,2622,AU,-37.554128,142.070441,1988-09-13,2025-02-04T07:11:16,False,True
70,CUST--A0A,Julia,Carpenter,thomastony@example.org,+61 8 5771 6307,97 Reyes Estate,,Perkinsfurt,ACT,7863,AU,-38.390419,114.171951,1978-07-11,2024-09-30T01:58:30,False,True
71,CUST-AA]}9[}Z,Nathaniel,Lutz,careynathan@example.net,(08)24521614,Unit 56 1 Williams Villas,,St. Matthewhaven,VIC,2589,AU,-39.051952,124.195764,1987-12-09,2024-12-21T03:31:19,True,True
72,CUST-]AZAZ][]}Z,Kimberly,Le,heathergaines@example.org,+61 452 501 388,Unit 14 748 Schultz Service Way,,Port Angelatown,WA,2905,AU,-36.739727,137.105200,1978-07-06,2024-09-29T13:32:57,False,True
73,CUST--90[Z,Colton,Jackson,brownjuan@example.org,+61.3.4017.6532,443 Morris Villas,,Millsport,TAS,8342,AU,-41.479508,148.146187,1978-08-21,2024-10-10T07:12:02,False,True
74,CUST-A099},Jonathan,Blackburn,dianekelley@example.org,0426.175.513,979 Timothy Extension,,Carrollfort,NSW,2645,AU,-39.859135,147.446525,1994-04-19,2024-01-22T13:33:57,False,True
75,CUST-80-,Matthew,Mclaughlin,tyler81@example.com,+61-2-8284-6374,667 Callahan Gardens,,Josechester,NSW,4515,AU,-39.357947,135.519477,1985-10-26,2024-01-15T05:13:43,False,True
76,CUST-{-9{[0,William,Bates,newmanjennifer@example.com,(08)-6061-3770,45/4 Philip Grange,,Port Daniel,SA,2644,AU,-35.337672,123.954391,1974-07-26,2024-11-07T05:18:16,False,True
77,CUST-}}]ZA9,Shannon,Newman,dunnmadeline@example.net,5594 9140,101 Antonio Loop,,New Nathan,QLD,2615,AU,-36.879486,120.949575,1993-07-11,2024-09-25T02:59:00,False,True
78,CUST-8-},Michael,Arias,susan76@example.org,,2/1 Denise Junction,,St. Roger,ACT,2952,AU,-38.398109,117.482220,1962-01-18,2024-01-17T10:45:49,True,True
79,CUST-]AA,John,Kelly,christine60@example.com,08 5113 4151,95/4 Travis Park,,Port Adrianaburgh,TAS,2702,AU,-37.571714,142.766839,1964-01-14,2025-01-09T06:34:43,False,True
80,CUST-]][[Z[-,Justin,Williams,avilaanthony@example.com,+61812778786,675 Joseph Centreway,,St. Courtneytown,NSW,2672,AU,-37.704231,115.980810,1973-09-24,2024-09-03T16:20:08,False,True
81,CUST-]8-}--9[,Laura,Hines,csmith@example.org,0410-647-687,8 Veronica Entrance,,St. Sharonborough,NSW,2336,AU,-40.275701,132.811488,1995-08-30,2024-03-02T11:49:43,False,True
82,CUST--{-}8]9,Kara,Sanchez,mduncan@example.com,+61.434.928.820,Apt. 665 77 Laura Strand,,Duranfort,QLD,2666,AU,-36.770914,117.511497,1970-07-22,2025-01-27T00:11:38,False,False
83,CUST-ZA[A[-]Z0-,Eric,Ward,hallmartin@example.org,57791918,77/535 Mercado Courtyard,,Amberport,WA,2494,AU,-35.053249,113.972350,2004-01-10,2024-06-28T03:33:46,False,True
84,CUST-9-9]]A,Jonathan,Rocha,christine58@example.com,(07)-7677-3290,Apt. 818 358 Jones Beach,,Kennedyfort,NSW,2236,AU,-37.339126,119.090917,2000-07-27,2024-02-28T23:50:03,False,True
85,CUST-89-0999][],Joseph,Buchanan,bill42@example.org,+61 2 1369 3699,527/7 Lee Edge,,New Lauren,NT,2935,AU,-36.747291,142.989220,1998-04-29,2024-03-28T07:08:13,False,True
86,CUST-09},George,Payne,hogannathan@example.net,+61381108621,3 Blankenship Gully,,South Andrew,QLD,9602,AU,-35.042624,148.580998,1985-10-08,2025-02-03T01:29:19,False,False
87,CUST--[A-}-}8,Jerry,Wood,williamsblake@example.org,+61-7-5287-4519,Apt. 219 09 Barry Trail,,Lake Allison,VIC,0962,AU,-34.949250,148.046595,1972-01-05,2024-08-16T14:46:34,False,True
88,CUST-A8],Jose,Cook,ryan84@example.net,+61-2-8465-6243,Level 9 42 Hanson Heights,,South Matthew,SA,2930,AU,-41.932423,122.076929,1996-03-16,2024-08-14T16:05:28,False,False
89,CUST-A-8-0Z,Selena,Hawkins,marco38@example.com,0429-873-131,52 Lopez Hill,,Balltown,NSW,2402,AU,-43.076100,146.131574,1999-09-29,2024-11-11T01:22:41,False,True
90,CUST-9-}-}}-[,Kimberly,Dillon,jonesjamie@example.com,+61.473.588.519,5 Kevin Terrace,,North Matthew,TAS,2903,AU,-36.105886,116.680198,2005-01-06,2024-05-01T13:56:43,False,True
91,CUST-88{Z08A-[8,Jacqueline,Navarro,david20@example.net,08.5154.4871,117 Elijah Range,,North Jesse,TAS,2368,AU,-43.753732,124.661557,1969-05-09,2024-06-27T08:23:13,False,True
92,CUST-A[{9-09,Allen,Parker,freynolds@example.net,+61-499-588-184,676 Danielle Esplanade,,Diamondview,NT,2999,AU,-34.555509,144.248059,1966-06-09,2024-02-12T18:20:45,False,True
93,CUST--8A0[-899,Kyle,Sampson,vincentthomas@example.org,+61.2.8666.2553,Apt. 112 19 Jennifer Cove,,New Deborah,WA,0283,AU,-41.800788,133.957647,1976-08-11,2024-10-25T19:20:52,False,True
94,CUST-[],Robert,Payne,yorkamy@example.org,6985.8128,755/7 Diaz Centreway,,North Melissaport,ACT,2571,AU,-41.494928,116.281386,1963-07-21,2024-06-15T06:02:43,False,True
95,CUST-9]A8-A],Ariel,Wilson,elizabeth77@example.net,4470-8147,Suite 608 2 Whitney Crossing,,New Debraland,NT,2997,AU,-37.065615,145.520643,2004-07-04,2024-08-17T03:57:13,False,True
96,CUST-{}-}]},Patrick,Williams,dixonemily@example.net,+61 2 6015 2522,3 Miller Front,,Carterland,NSW,2996,AU,-43.811218,146.823213,1982-10-22,2024-03-05T00:06:06,False,True
97,CUST-A-[[]{[-,Kim,Dominguez,josephbecker@example.org,0045 4700,747 Mendoza Part,,Angelabury,NSW,2601,AU,-34.259843,123.016967,1975-12-15,2024-02-09T19:21:47,False,True
98,CUST-9]{[9--09-,Patricia,Larson,jonesroger@example.com,03-9861-1364,20 Troy Vista,,Boydport,SA,5519,AU,-36.066724,119.947195,1961-03-25,2024-11-16T09:54:03,False,True
99,CUST-0-Z8,Danielle,Hopkins,johnrobinson@example.net,7166 4765,6 Sean Edge,,West Dorothystad,NT,2969,AU,-35.982997,146.786624,2008-08-05,2024-08-31T13:32:06,False,True
100,CUST-[][}9ZA{Z9,Yolanda,Brown,irussell@example.org,+61 2 9670 2564,Suite 329 2 Kimberly Tor,,Browntown,SA,2340,AU,-41.495415,132.235122,1994-04-01,2024-06-30T19:11:58,False,True
101,CUST-]0]--Z,Amber,Cooper,williamkline@example.net,+61-7-8126-1145,Unit 66 0 Mallory Plateau,,South Edward,VIC,3290,AU,-39.977278,133.644234,1998-04-23,2024-12-02T16:08:29,False,True
102,CUST-}{--ZZA,Gordon,Boyd,nchapman@example.com,07-1766-7746,046 Cynthia Esplanade,,South Amy,QLD,0800,AU,-39.576218,135.810257,2013-01-16,2025-01-04T05:13:52,True,True
103,CUST-Z9A}}{}99[,Aaron,Mcintyre,michaelorr@example.net,03105747,556/884 Neal Heights,,South Brianside,WA,2625,AU,-35.875675,130.840324,1972-06-26,2024-08-01T22:59:45,False,True
104,CUST-[0{A,Rebecca,Howell,wagnerjames@example.org,29765340,Level 4 1 Laura Quadrant,,West Pamela,TAS,2661,AU,-41.817589,138.129667,2001-06-27,2024-06-19T19:13:41,True,True
105,CUST-{Z}ZA-99-,Kelly,Flores,jessica10@example.org,07.9867.8717,5/174 David Entrance,,Patrickhaven,WA,2627,AU,-35.712002,136.427194,1997-09-03,2025-01-13T19:23:46,False,True
106,CUST--0A8{A,Randy,Cabrera,cooperandrea@example.com,0405-942-472,548 David Artery,,Patriciahaven,TAS,2654,AU,-38.248710,117.771109,1971-06-08,2024-09-17T11:56:17,True,False
107,CUST--}--]AZ,John,Woods,alicialong@example.com,03-7714-9071,Unit 47 740 Crystal Quays,,Blackfurt,QLD,2996,AU,-40.562703,136.376053,1967-08-11,2024-11-19T14:11:30,False,True
108,CUST--}A[,Michael,Hayes,grahamjordan@example.net,,17 Barbara Riviera,,Clinehaven,WA,2005,AU,-41.375905,114.762514,1970-11-16,2024-02-02T01:11:50,False,True
109,CUST-]AZ,Cody,Stephens,audreyhale@example.com,0402.966.446,2 Alvarez Square,,Lake Charleston,ACT,2715,AU,-37.977491,115.734272,1978-02-13,2024-12-15T22:47:30,False,True
110,CUST-[Z88],Marie,Ward,watsonjoseph@example.org,+61-3-8327-1067,5 Oneill Common,,Bradleyside,QLD,8082,AU,-40.004668,136.872123,2012-11-17,2024-08-20T04:32:21,False,True
111,CUST-Z[[,Gabrielle,Stephens,ronald65@example.net,,,,North Jeremiah,NT,2920,AU,-34.610885,148.167231,1974-08-11,2024-08-06T23:09:52,False,True
112,CUST-9]A,Erica,Perry,briannazuniga@example.com,+61 7 7570 0678,488 Katie Driveway,,East Elizabeth,SA,2968,AU,-40.775598,147.809247,1967-02-04,2024-06-07T07:22:15,True,True
113,CUST-9Z--,Megan,Hale,luis82@example.com,0470 463 221,231/706 Kenneth Bypass,,Shawnville,WA,8261,AU,-36.600917,138.329156,1983-03-04,2024-07-08T15:48:53,False,True
114,CUST-}-0[8,Daniel,Baker,pbraun@example.net,0420-232-694,Suite 070 74 Matthew Bridge,,Bondfort,NSW,2193,AU,-34.046936,116.601282,1968-04-12,2025-01-08T21:09:19,True,True
115,CUST-9}Z8,Thomas,Wells,russodylan@example.com,+61.3.3844.0280,88 Collins Block,,North Jennifer,VIC,2905,AU,-36.010001,148.262120,1987-10-13,2024-03-11T17:11:40,False,True
116,CUST-0--]--,Joshua,Welch,atkinsonjohn@example.net,+61.490.214.384,7 Sonia Approach,,Novakmouth,NSW,2679,AU,-34.743422,131.382989,1998-01-05,2024-10-10T12:20:22,False,False
117,CUST-AAAZ9-8-Z,Nicole,Turner,leelevi@example.org,39978916,Unit 64 19 Rose Ridge,,Michaelborough,QLD,3228,AU,-36.579687,137.631964,1982-12-19,2024-02-22T06:34:38,True,True
118,CUST-A--A,William,Hall,melissa61@example.com,+61.436.099.068,56 Walter Chase,,St. Amy,VIC,8214,AU,-36.901638,144.375750,1980-06-19,2024-07-28T01:14:52,False,False
119,CUST-Z-08-8A-,Roger,Reese,alexishorton@example.com,0453.424.425,995 Strong Dale,,Davisbury,TAS,2782,AU,-40.621558,148.152431,1989-10-20,2024-01-29T09:52:29,False,True
120,CUST-[0A8099Z-},Angela,Underwood,rogersnicholas@example.net,20742576,Level 9 98 Smith Hill,,Patriciaport,VIC,2901,AU,-37.488304,118.769695,2004-06-29,2024-02-26T00:27:15,True,True
121,CUST-[090}--Z},Jenny,Reese,kimberly48@example.net,+61-409-822-312,626 Andrade Riverway,,Laurabury,QLD,2739,AU,-43.360891,117.095404,1985-07-01,2024-01-30T17:26:57,False,True
122,CUST-[[-],Suzanne,Norton,jennifersmith@example.net,+61 2 1988 9720,107 Douglas Alley,,Ashleyside,WA,2963,AU,-43.794347,119.780116,2011-04-02,2024-07-10T09:05:12,False,True
123,CUST-9A]Z9Z-Z-,Anthony,Perry,pbrock@example.net,03-5019-0207,39/15 Roberts Quay,,Hartmanbury,TAS,2670,AU,-43.262689,151.218801,1993-07-18,2024-09-11T00:15:57,False,True
124,CUST--}A-},Jason,Chapman,bennettkaren@example.net,+61215811172,Unit 51 06 Lori Crest,,West Brianchester,ACT,2637,AU,-38.220986,112.013514,2011-12-27,2024-04-09T10:17:49,False,True
125,CUST-[-,Richard,Mccarty,xmcconnell@example.com,(08) 7780 7988,Level 0 560 Zachary Mews,,Simpsonshire,TAS,2966,AU,-35.119543,131.486199,1982-02-08,2024-09-21T04:08:12,False,True
126,CUST-9-,Heather,Williams,carlosfisher@example.net,0361825573,7/074 Benjamin Row,,Alisonville,SA,2920,AU,-39.684184,133.814712,1960-05-07,2024-05-20T17:44:13,False,True
127,CUST-A9A}{-{,Terri,Hickman,fergusonjessica@example.net,02-2304-4705,Unit 34 4 George Estate,,Jonathanton,TAS,2093,AU,-39.547362,131.089505,1994-02-08,2024-03-10T11:02:34,False,True
128,CUST-]-]-},Mark,Jones,mathew72@example.net,+61.459.517.784,4 Short Upper,,Dustinmouth,WA,2604,AU,-37.433059,135.546557,1974-03-03,2024-01-03T04:04:22,False,True
129,CUST-8{[8-{]88-,Courtney,Nichols,lauraschneider@example.net,7172.1542,Apt. 979 30 Anderson Highway,,East Sandraburgh,TAS,2607,AU,-35.256599,126.590572,1976-02-27,2024-01-23T11:50:38,False,True
130,CUST-]}{9099AZ},Joshua,Woodward,cgonzalez@example.org,45310950,Suite 826 981 Lynch Approach,,Spencershire,NSW,2685,AU,-35.022088,141.505230,1991-03-17,2024-12-30T19:29:52,False,True
131,CUST-9[]AA,Jackson,Nguyen,murphysierra@example.com,(02)-9663-0829,94 Davis Triangle,,Lake Troy,ACT,2920,AU,-38.277608,123.295437,1979-05-26,2024-07-16T23:53:21,False,True
132,CUST-{-]0]-A-,Cynthia,Davis,mooretimothy@example.org,6724.2722,465 Combs Crescent,,New Melissa,QLD,2919,AU,-41.238874,114.071581,1976-02-14,2024-08-14T02:58:03,False,True
133,CUST-Z08,April,Kim,amanda62@example.org,0421-160-422,,,Perryberg,NT,6092,AU,-42.904621,140.666404,1998-12-23,2024-05-25T13:10:19,False,True
